"from","to","weight","hourdiff","is_duplicate"
"189884298","189884389",0.5338,-24,"from"
"189884298","189884270",0.4627,0,"both"
"189884298","189884280",0.5293,0,"both"
"189884300","189884331",0.5295,-24,"from"
"189884300","189884344",0.5091,-24,"both"
"189884300","189884392",0.4298,-24,"both"
"189884300","189884235",0.486,0,"both"
"189884300","189884237",0.4365,0,"both"
"189884300","189884244",0.4727,0,"both"
"189884300","189884282",0.4512,0,"both"
"189884300","189884107",0.4078,24,"both"
"189884300","189884181",0.4121,24,"both"
"189884301","189884250",0.4643,0,"to"
"189884313","189884499",0.4147,-24,"both"
"189884313","189884377",0.6376,0,"from"
"189884316","189884506",0.5519,-24,"both"
"189884316","189884562",0.6057,-24,"from"
"189884318","189884323",0.5774,0,"from"
"189884319","189884510",0.5158,-24,"both"
"189884319","189884614",0.6152,-24,"both"
"189884319","189884429",0.5732,0,"both"
"189884322","189884475",0.6096,0,"from"
"189884323","189884318",0.5774,0,"to"
"189884325","189884220",0.5635,24,"to"
"189884326","189884510",0.4696,-24,"both"
"189884326","189884349",0.6075,0,"both"
"189884326","189884429",0.4027,0,"both"
"189884329","189884519",0.5277,-24,"both"
"189884331","189884300",0.5295,24,"to"
"189884332","189884197",0.4049,24,"to"
"189884332","189884216",0.4293,24,"to"
"189884332","189884230",0.4621,24,"to"
"189884332","189884297",0.4136,24,"to"
"189884333","189884360",0.8991,0,"from"
"189884334","189884344",0.4554,0,"to"
"189884335","189884501",0.4879,-24,"from"
"189884335","189884365",0.7652,0,"both"
"189884335","189884383",0.7673,0,"both"
"189884335","189884394",0.6174,0,"both"
"189884335","189884438",0.6457,0,"both"
"189884337","189884530",0.4979,-24,"both"
"189884337","189884543",0.4032,-24,"both"
"189884337","189884344",0.5877,0,"both"
"189884337","189884392",0.421,0,"both"
"189884338","189884432",0.6797,0,"from"
"189884341","189884373",0.8221,0,"from"
"189884342","189884374",0.7293,0,"from"
"189884344","189884504",0.4095,-24,"both"
"189884344","189884530",0.4433,-24,"both"
"189884344","189884543",0.4846,-24,"both"
"189884344","189884334",0.4554,0,"from"
"189884344","189884337",0.5877,0,"both"
"189884344","189884352",0.5428,0,"from"
"189884344","189884392",0.5211,0,"both"
"189884348","189884428",0.7654,0,"to"
"189884348","189884454",0.6124,0,"to"
"189884349","189884510",0.6011,-24,"both"
"189884349","189884566",0.5085,-24,"from"
"189884349","189884614",0.4388,-24,"both"
"189884349","189884326",0.6075,0,"both"
"189884349","189884429",0.5358,0,"both"
"189884352","189884344",0.5428,0,"to"
"189884353","189884416",0.7523,0,"from"
"189884355","189884548",0.4423,-24,"both"
"189884355","189884569",0.4805,-24,"both"
"189884355","189884376",0.9019,0,"both"
"189884359","189884363",0.8654,0,"from"
"189884360","189884333",0.8991,0,"to"
"189884361","189884507",0.5223,-24,"both"
"189884363","189884359",0.8654,0,"to"
"189884365","189884501",0.4726,-24,"from"
"189884365","189884335",0.7652,0,"both"
"189884365","189884383",0.8189,0,"both"
"189884365","189884394",0.5967,0,"both"
"189884365","189884438",0.6178,0,"both"
"189884369","189884448",0.584,0,"from"
"189884370","189884378",0.845,0,"from"
"189884373","189884341",0.8221,0,"to"
"189884374","189884342",0.7293,0,"to"
"189884376","189884548",0.4531,-24,"both"
"189884376","189884569",0.4945,-24,"both"
"189884376","189884355",0.9019,0,"both"
"189884377","189884313",0.6376,0,"to"
"189884378","189884370",0.845,0,"to"
"189884380","189884557",0.5724,-24,"both"
"189884380","189884634",0.4122,-24,"from"
"189884383","189884501",0.4877,-24,"from"
"189884383","189884335",0.7673,0,"both"
"189884383","189884365",0.8189,0,"both"
"189884383","189884394",0.561,0,"both"
"189884383","189884438",0.585,0,"both"
"189884384","189884391",0.7714,0,"both"
"189884384","189884482",0.4083,0,"from"
"189884385","189884446",0.4681,0,"from"
"189884388","189884445",0.463,0,"from"
"189884391","189884384",0.7714,0,"both"
"189884391","189884482",0.4731,0,"from"
"189884392","189884504",0.4296,-24,"both"
"189884392","189884530",0.5769,-24,"both"
"189884392","189884543",0.4473,-24,"both"
"189884392","189884337",0.421,0,"both"
"189884392","189884344",0.5211,0,"both"
"189884392","189884407",0.592,0,"both"
"189884392","189884486",0.5325,0,"from"
"189884393","189884523",0.621,-24,"both"
"189884393","189884609",0.5619,-24,"both"
"189884394","189884501",0.4731,-24,"from"
"189884394","189884335",0.6174,0,"both"
"189884394","189884365",0.5967,0,"both"
"189884394","189884383",0.561,0,"both"
"189884394","189884438",0.6712,0,"both"
"189884396","189884443",0.8905,0,"from"
"189884402","189884618",0.4128,-24,"both"
"189884402","189884625",0.4597,-24,"both"
"189884402","189884631",0.4458,-24,"both"
"189884402","189884680",0.4027,-24,"from"
"189884402","189884424",0.5179,0,"both"
"189884402","189884431",0.4221,0,"both"
"189884402","189884488",0.5576,0,"both"
"189884404","189884473",0.5624,0,"from"
"189884407","189884392",0.592,0,"both"
"189884407","189884486",0.5262,0,"from"
"189884412","189884424",0.4114,0,"both"
"189884412","189884430",0.4055,0,"from"
"189884414","189884580",0.7568,-24,"from"
"189884416","189884353",0.7523,0,"to"
"189884418","189884500",0.4188,-24,"from"
"189884419","189884446",0.5013,0,"from"
"189884423","189884570",0.4027,-24,"from"
"189884423","189884446",0.5642,0,"from"
"189884424","189884618",0.4092,-24,"both"
"189884424","189884631",0.4589,-24,"both"
"189884424","189884402",0.5179,0,"both"
"189884424","189884412",0.4114,0,"both"
"189884424","189884425",0.6082,0,"from"
"189884424","189884430",0.6135,0,"from"
"189884424","189884431",0.6345,0,"both"
"189884424","189884488",0.753,0,"both"
"189884425","189884424",0.6082,0,"to"
"189884425","189884431",0.6137,0,"to"
"189884425","189884488",0.6046,0,"to"
"189884426","189884517",0.5078,-24,"both"
"189884426","189884611",0.4696,-24,"from"
"189884427","189884451",0.9083,0,"from"
"189884428","189884541",0.4471,-24,"both"
"189884428","189884628",0.447,-24,"from"
"189884428","189884652",0.4292,-24,"both"
"189884428","189884348",0.7654,0,"from"
"189884428","189884454",0.7452,0,"both"
"189884429","189884510",0.6553,-24,"both"
"189884429","189884566",0.4712,-24,"from"
"189884429","189884614",0.652,-24,"both"
"189884429","189884319",0.5732,0,"both"
"189884429","189884326",0.4027,0,"both"
"189884429","189884349",0.5358,0,"both"
"189884430","189884412",0.4055,0,"to"
"189884430","189884424",0.6135,0,"to"
"189884430","189884431",0.5124,0,"to"
"189884430","189884488",0.4404,0,"to"
"189884431","189884625",0.4034,-24,"both"
"189884431","189884631",0.4048,-24,"both"
"189884431","189884402",0.4221,0,"both"
"189884431","189884424",0.6345,0,"both"
"189884431","189884425",0.6137,0,"from"
"189884431","189884430",0.5124,0,"from"
"189884431","189884488",0.5723,0,"both"
"189884432","189884338",0.6797,0,"to"
"189884438","189884501",0.5694,-24,"from"
"189884438","189884335",0.6457,0,"both"
"189884438","189884365",0.6178,0,"both"
"189884438","189884383",0.585,0,"both"
"189884438","189884394",0.6712,0,"both"
"189884440","189884449",0.79,0,"from"
"189884443","189884396",0.8905,0,"to"
"189884444","189884522",0.45,-24,"from"
"189884445","189884388",0.463,0,"to"
"189884446","189884385",0.4681,0,"to"
"189884446","189884419",0.5013,0,"to"
"189884446","189884423",0.5642,0,"to"
"189884446","189884453",0.4564,0,"to"
"189884448","189884369",0.584,0,"to"
"189884449","189884440",0.79,0,"to"
"189884451","189884427",0.9083,0,"to"
"189884452","189884472",0.5027,0,"from"
"189884453","189884626",0.451,-24,"both"
"189884453","189884446",0.4564,0,"from"
"189884453","189884469",0.4589,0,"both"
"189884453","189884487",0.5043,0,"both"
"189884454","189884652",0.413,-24,"both"
"189884454","189884348",0.6124,0,"from"
"189884454","189884428",0.7452,0,"both"
"189884465","189884484",0.4697,0,"from"
"189884466","189884665",0.4428,-24,"both"
"189884469","189884604",0.5674,-24,"both"
"189884469","189884453",0.4589,0,"both"
"189884469","189884487",0.8752,0,"both"
"189884472","189884452",0.5027,0,"to"
"189884473","189884404",0.5624,0,"to"
"189884475","189884322",0.6096,0,"to"
"189884482","189884384",0.4083,0,"to"
"189884482","189884391",0.4731,0,"to"
"189884484","189884465",0.4697,0,"to"
"189884486","189884392",0.5325,0,"to"
"189884486","189884407",0.5262,0,"to"
"189884487","189884604",0.5475,-24,"both"
"189884487","189884453",0.5043,0,"both"
"189884487","189884469",0.8752,0,"both"
"189884488","189884610",0.4166,-24,"both"
"189884488","189884618",0.5092,-24,"both"
"189884488","189884625",0.5158,-24,"both"
"189884488","189884631",0.5387,-24,"both"
"189884488","189884680",0.4542,-24,"from"
"189884488","189884402",0.5576,0,"both"
"189884488","189884424",0.753,0,"both"
"189884488","189884425",0.6046,0,"from"
"189884488","189884430",0.4404,0,"from"
"189884488","189884431",0.5723,0,"both"
"189884490","189884548",0.4969,-24,"both"
"189884494","189884512",0.5302,0,"from"
"189884496","189884599",0.6835,0,"from"
"189884498","189884531",0.4634,0,"both"
"189884498","189884558",0.4357,0,"both"
"189884498","189884617",0.594,0,"from"
"189884499","189884578",0.7332,0,"from"
"189884499","189884313",0.4147,24,"both"
"189884500","189884418",0.4188,24,"to"
"189884501","189884335",0.4879,24,"to"
"189884501","189884365",0.4726,24,"to"
"189884501","189884383",0.4877,24,"to"
"189884501","189884394",0.4731,24,"to"
"189884501","189884438",0.5694,24,"to"
"189884504","189884530",0.5164,0,"both"
"189884504","189884543",0.4279,0,"both"
"189884504","189884682",0.4143,0,"from"
"189884504","189884344",0.4095,24,"both"
"189884504","189884392",0.4296,24,"both"
"189884506","189884562",0.7769,0,"from"
"189884506","189884316",0.5519,24,"both"
"189884507","189884714",0.5445,-24,"both"
"189884507","189884361",0.5223,24,"both"
"189884510","189884757",0.4546,-24,"both"
"189884510","189884566",0.7847,0,"from"
"189884510","189884614",0.7116,0,"both"
"189884510","189884319",0.5158,24,"both"
"189884510","189884326",0.4696,24,"both"
"189884510","189884349",0.6011,24,"both"
"189884510","189884429",0.6553,24,"both"
"189884512","189884494",0.5302,0,"to"
"189884515","189884561",0.9364,0,"from"
"189884516","189884729",0.4121,-24,"both"
"189884517","189884611",0.8532,0,"from"
"189884517","189884426",0.5078,24,"both"
"189884519","189884736",0.5251,-24,"both"
"189884519","189884329",0.5277,24,"both"
"189884520","189884577",0.8517,0,"from"
"189884521","189884717",0.4156,-24,"from"
"189884522","189884444",0.45,24,"to"
"189884523","189884718",0.5678,-24,"from"
"189884523","189884609",0.7409,0,"both"
"189884523","189884393",0.621,24,"both"
"189884525","189884543",0.4248,0,"both"
"189884526","189884620",0.6403,0,"both"
"189884526","189884669",0.6069,0,"from"
"189884527","189884613",0.8215,0,"both"
"189884527","189884626",0.4737,0,"both"
"189884530","189884504",0.5164,0,"both"
"189884530","189884543",0.5223,0,"both"
"189884530","189884682",0.4054,0,"from"
"189884530","189884337",0.4979,24,"both"
"189884530","189884344",0.4433,24,"both"
"189884530","189884392",0.5769,24,"both"
"189884531","189884498",0.4634,0,"both"
"189884531","189884558",0.8918,0,"both"
"189884531","189884617",0.6501,0,"from"
"189884534","189884796",0.8482,-24,"from"
"189884539","189884594",0.7753,0,"from"
"189884540","189884547",0.8532,0,"from"
"189884541","189884628",0.6608,0,"from"
"189884541","189884652",0.6194,0,"both"
"189884541","189884428",0.4471,24,"both"
"189884543","189884504",0.4279,0,"both"
"189884543","189884525",0.4248,0,"both"
"189884543","189884530",0.5223,0,"both"
"189884543","189884552",0.6204,0,"from"
"189884543","189884337",0.4032,24,"both"
"189884543","189884344",0.4846,24,"both"
"189884543","189884392",0.4473,24,"both"
"189884544","189884556",0.8922,0,"both"
"189884544","189884625",0.4137,0,"both"
"189884547","189884540",0.8532,0,"to"
"189884548","189884697",0.4283,-24,"from"
"189884548","189884569",0.8164,0,"both"
"189884548","189884355",0.4423,24,"both"
"189884548","189884376",0.4531,24,"both"
"189884548","189884490",0.4969,24,"both"
"189884549","189884695",0.4728,-24,"from"
"189884551","189884721",0.7744,-24,"from"
"189884552","189884543",0.6204,0,"to"
"189884556","189884544",0.8922,0,"both"
"189884556","189884626",0.4062,0,"both"
"189884557","189884634",0.4577,0,"from"
"189884557","189884380",0.5724,24,"both"
"189884558","189884498",0.4357,0,"both"
"189884558","189884531",0.8918,0,"both"
"189884558","189884617",0.6857,0,"from"
"189884559","189884752",0.5265,-24,"from"
"189884561","189884515",0.9364,0,"to"
"189884562","189884506",0.7769,0,"to"
"189884562","189884316",0.6057,24,"to"
"189884566","189884510",0.7847,0,"to"
"189884566","189884614",0.5299,0,"to"
"189884566","189884349",0.5085,24,"to"
"189884566","189884429",0.4712,24,"to"
"189884569","189884697",0.4131,-24,"from"
"189884569","189884548",0.8164,0,"both"
"189884569","189884355",0.4805,24,"both"
"189884569","189884376",0.4945,24,"both"
"189884570","189884423",0.4027,24,"to"
"189884575","189884767",0.662,-24,"both"
"189884576","189884679",0.6666,0,"from"
"189884577","189884520",0.8517,0,"to"
"189884578","189884499",0.7332,0,"to"
"189884580","189884414",0.7568,24,"to"
"189884594","189884539",0.7753,0,"to"
"189884597","189884819",0.5636,-24,"both"
"189884597","189884821",0.4913,-24,"both"
"189884599","189884496",0.6835,0,"to"
"189884601","189884613",0.4516,0,"both"
"189884601","189884631",0.4161,0,"both"
"189884603","189884864",0.4401,-24,"from"
"189884604","189884618",0.5,0,"both"
"189884604","189884626",0.5236,0,"both"
"189884604","189884469",0.5674,24,"both"
"189884604","189884487",0.5475,24,"both"
"189884609","189884718",0.5952,-24,"from"
"189884609","189884523",0.7409,0,"both"
"189884609","189884393",0.5619,24,"both"
"189884610","189884625",0.5367,0,"both"
"189884610","189884631",0.4404,0,"both"
"189884610","189884680",0.4437,0,"from"
"189884610","189884488",0.4166,24,"both"
"189884611","189884517",0.8532,0,"to"
"189884611","189884426",0.4696,24,"to"
"189884613","189884527",0.8215,0,"both"
"189884613","189884601",0.4516,0,"both"
"189884613","189884618",0.425,0,"both"
"189884613","189884625",0.4447,0,"both"
"189884613","189884626",0.4801,0,"both"
"189884613","189884631",0.419,0,"both"
"189884614","189884757",0.4348,-24,"both"
"189884614","189884796",0.4052,-24,"from"
"189884614","189884510",0.7116,0,"both"
"189884614","189884566",0.5299,0,"from"
"189884614","189884319",0.6152,24,"both"
"189884614","189884349",0.4388,24,"both"
"189884614","189884429",0.652,24,"both"
"189884615","189884833",0.5308,-24,"both"
"189884617","189884498",0.594,0,"to"
"189884617","189884531",0.6501,0,"to"
"189884617","189884558",0.6857,0,"to"
"189884618","189884604",0.5,0,"both"
"189884618","189884613",0.425,0,"both"
"189884618","189884625",0.6345,0,"both"
"189884618","189884626",0.5297,0,"both"
"189884618","189884627",0.4171,0,"from"
"189884618","189884631",0.5608,0,"both"
"189884618","189884680",0.4675,0,"from"
"189884618","189884402",0.4128,24,"both"
"189884618","189884424",0.4092,24,"both"
"189884618","189884488",0.5092,24,"both"
"189884620","189884526",0.6403,0,"both"
"189884620","189884669",0.89,0,"from"
"189884625","189884544",0.4137,0,"both"
"189884625","189884610",0.5367,0,"both"
"189884625","189884613",0.4447,0,"both"
"189884625","189884618",0.6345,0,"both"
"189884625","189884626",0.4685,0,"both"
"189884625","189884631",0.6153,0,"both"
"189884625","189884680",0.6313,0,"from"
"189884625","189884402",0.4597,24,"both"
"189884625","189884431",0.4034,24,"both"
"189884625","189884488",0.5158,24,"both"
"189884626","189884527",0.4737,0,"both"
"189884626","189884556",0.4062,0,"both"
"189884626","189884604",0.5236,0,"both"
"189884626","189884613",0.4801,0,"both"
"189884626","189884618",0.5297,0,"both"
"189884626","189884625",0.4685,0,"both"
"189884626","189884631",0.486,0,"both"
"189884626","189884680",0.4264,0,"from"
"189884626","189884453",0.451,24,"both"
"189884627","189884618",0.4171,0,"to"
"189884628","189884541",0.6608,0,"to"
"189884628","189884652",0.8896,0,"to"
"189884628","189884428",0.447,24,"to"
"189884630","189884651",0.4673,0,"from"
"189884631","189884601",0.4161,0,"both"
"189884631","189884610",0.4404,0,"both"
"189884631","189884613",0.419,0,"both"
"189884631","189884618",0.5608,0,"both"
"189884631","189884625",0.6153,0,"both"
"189884631","189884626",0.486,0,"both"
"189884631","189884680",0.5808,0,"from"
"189884631","189884402",0.4458,24,"both"
"189884631","189884424",0.4589,24,"both"
"189884631","189884431",0.4048,24,"both"
"189884631","189884488",0.5387,24,"both"
"189884634","189884557",0.4577,0,"to"
"189884634","189884380",0.4122,24,"to"
"189884635","189884646",0.846,0,"from"
"189884645","189884702",0.7813,-24,"both"
"189884645","189884786",0.7895,-24,"from"
"189884646","189884635",0.846,0,"to"
"189884651","189884630",0.4673,0,"to"
"189884652","189884734",0.4178,-24,"both"
"189884652","189884541",0.6194,0,"both"
"189884652","189884628",0.8896,0,"from"
"189884652","189884428",0.4292,24,"both"
"189884652","189884454",0.413,24,"both"
"189884653","189884713",0.4369,-24,"both"
"189884653","189884775",0.5209,-24,"from"
"189884659","189884800",0.5064,-24,"from"
"189884664","189884673",0.4484,0,"from"
"189884665","189884841",0.424,-24,"from"
"189884665","189884466",0.4428,24,"both"
"189884666","189884749",0.6529,-24,"from"
"189884669","189884526",0.6069,0,"to"
"189884669","189884620",0.89,0,"to"
"189884673","189884664",0.4484,0,"to"
"189884679","189884576",0.6666,0,"to"
"189884680","189884610",0.4437,0,"to"
"189884680","189884618",0.4675,0,"to"
"189884680","189884625",0.6313,0,"to"
"189884680","189884626",0.4264,0,"to"
"189884680","189884631",0.5808,0,"to"
"189884680","189884402",0.4027,24,"to"
"189884680","189884488",0.4542,24,"to"
"189884682","189884504",0.4143,0,"to"
"189884682","189884530",0.4054,0,"to"
"189884695","189884549",0.4728,24,"to"
"189884697","189884548",0.4283,24,"to"
"189884697","189884569",0.4131,24,"to"
"189884700","189884762",0.4654,0,"both"
"189884702","189884786",0.9113,0,"from"
"189884702","189884645",0.7813,24,"both"
"189884713","189884775",0.5395,0,"from"
"189884713","189884653",0.4369,24,"both"
"189884714","189884888",0.5292,-24,"from"
"189884714","189884507",0.5445,24,"both"
"189884717","189884521",0.4156,24,"to"
"189884718","189884523",0.5678,24,"to"
"189884718","189884609",0.5952,24,"to"
"189884719","189884727",0.4948,0,"from"
"189884721","189884551",0.7744,24,"to"
"189884727","189884719",0.4948,0,"to"
"189884729","189884738",0.5317,0,"from"
"189884729","189884516",0.4121,24,"both"
"189884733","189884764",0.8007,0,"from"
"189884734","189884916",0.4417,-24,"both"
"189884734","189885000",0.4077,-24,"both"
"189884734","189884807",0.5826,0,"both"
"189884734","189884830",0.5494,0,"from"
"189884734","189884652",0.4178,24,"both"
"189884735","189884871",0.8434,0,"from"
"189884736","189884903",0.5661,-24,"from"
"189884736","189884519",0.5251,24,"both"
"189884737","189884747",0.6688,0,"from"
"189884738","189884729",0.5317,0,"to"
"189884743","189884899",0.8018,-24,"from"
"189884743","189884748",0.8787,0,"both"
"189884744","189884746",0.8925,0,"from"
"189884745","189884758",0.8666,0,"from"
"189884746","189884744",0.8925,0,"to"
"189884747","189884737",0.6688,0,"to"
"189884748","189884899",0.8953,-24,"from"
"189884748","189884743",0.8787,0,"both"
"189884749","189884666",0.6529,24,"to"
"189884752","189884559",0.5265,24,"to"
"189884757","189884972",0.4586,-24,"both"
"189884757","189884796",0.4732,0,"from"
"189884757","189884510",0.4546,24,"both"
"189884757","189884614",0.4348,24,"both"
"189884758","189884745",0.8666,0,"to"
"189884762","189884700",0.4654,0,"both"
"189884762","189884790",0.4493,0,"from"
"189884764","189884733",0.8007,0,"to"
"189884767","189884872",0.7521,-24,"from"
"189884767","189884575",0.662,24,"both"
"189884768","189885010",0.5796,-24,"from"
"189884770","189884930",0.5888,-24,"from"
"189884772","189884953",0.5827,-24,"from"
"189884773","189884780",0.8147,0,"both"
"189884773","189884859",0.5418,0,"from"
"189884775","189884713",0.5395,0,"to"
"189884775","189884653",0.5209,24,"to"
"189884780","189884773",0.8147,0,"both"
"189884780","189884859",0.6869,0,"from"
"189884786","189884702",0.9113,0,"to"
"189884786","189884645",0.7895,24,"to"
"189884788","189884870",0.4625,0,"from"
"189884789","189884834",0.8609,0,"from"
"189884790","189884762",0.4493,0,"to"
"189884792","189884857",0.6385,0,"both"
"189884792","189884868",0.6089,0,"from"
"189884796","189884757",0.4732,0,"to"
"189884796","189884534",0.8482,24,"to"
"189884796","189884614",0.4052,24,"to"
"189884800","189884659",0.5064,24,"to"
"189884803","189884812",0.9794,0,"both"
"189884803","189884816",0.9001,0,"from"
"189884804","189884837",0.8306,0,"from"
"189884807","189884734",0.5826,0,"both"
"189884807","189884830",0.9041,0,"from"
"189884811","189884851",0.8989,0,"from"
"189884812","189884803",0.9794,0,"both"
"189884812","189884816",0.9162,0,"from"
"189884814","189884888",0.4016,-24,"from"
"189884816","189884803",0.9001,0,"to"
"189884816","189884812",0.9162,0,"to"
"189884819","189885001",0.6608,-24,"from"
"189884819","189884821",0.5922,0,"both"
"189884819","189884597",0.5636,24,"both"
"189884821","189885001",0.5024,-24,"from"
"189884821","189884819",0.5922,0,"both"
"189884821","189884597",0.4913,24,"both"
"189884826","189884992",0.4416,-24,"from"
"189884828","189884831",0.9558,0,"from"
"189884830","189884734",0.5494,0,"to"
"189884830","189884807",0.9041,0,"to"
"189884831","189884828",0.9558,0,"to"
"189884833","189885024",0.5876,-24,"from"
"189884833","189884615",0.5308,24,"both"
"189884834","189884789",0.8609,0,"to"
"189884836","189884854",0.6988,0,"from"
"189884837","189884804",0.8306,0,"to"
"189884841","189884665",0.424,24,"to"
"189884848","189884862",0.5881,0,"from"
"189884851","189884811",0.8989,0,"to"
"189884854","189884836",0.6988,0,"to"
"189884857","189884792",0.6385,0,"both"
"189884857","189884868",0.8285,0,"from"
"189884859","189884773",0.5418,0,"to"
"189884859","189884780",0.6869,0,"to"
"189884862","189884848",0.5881,0,"to"
"189884863","189885038",0.7482,-24,"from"
"189884864","189884603",0.4401,24,"to"
"189884866","189884909",0.4381,-24,"from"
"189884866","189884914",0.4109,-24,"both"
"189884868","189884792",0.6089,0,"to"
"189884868","189884857",0.8285,0,"to"
"189884870","189884788",0.4625,0,"to"
"189884871","189884735",0.8434,0,"to"
"189884872","189884767",0.7521,24,"to"
"189884875","189885048",0.6802,0,"to"
"189884881","189884948",0.4948,0,"from"
"189884888","189884714",0.5292,24,"to"
"189884888","189884814",0.4016,24,"to"
"189884891","189884904",0.4324,0,"both"
"189884891","189884989",0.4926,0,"from"
"189884894","189884989",0.4061,0,"from"
"189884895","189885077",0.6049,-24,"both"
"189884899","189884743",0.8018,24,"to"
"189884899","189884748",0.8953,24,"to"
"189884903","189884736",0.5661,24,"to"
"189884904","189885134",0.4061,-24,"from"
"189884904","189884891",0.4324,0,"both"
"189884904","189884922",0.4034,0,"both"
"189884904","189884989",0.502,0,"from"
"189884904","189885041",0.4181,0,"both"
"189884905","189885040",0.5073,0,"from"
"189884909","189884914",0.5462,0,"to"
"189884909","189884866",0.4381,24,"to"
"189884910","189885055",0.8329,-24,"both"
"189884911","189884987",0.9358,0,"from"
"189884914","189885075",0.5391,-24,"both"
"189884914","189884909",0.5462,0,"from"
"189884914","189884949",0.4678,0,"from"
"189884914","189885045",0.5214,0,"both"
"189884914","189884866",0.4109,24,"both"
"189884916","189885091",0.4643,-24,"both"
"189884916","189885127",0.4731,-24,"both"
"189884916","189885000",0.8794,0,"both"
"189884916","189885017",0.747,0,"both"
"189884916","189884734",0.4417,24,"both"
"189884919","189884950",0.6383,0,"from"
"189884922","189884904",0.4034,0,"both"
"189884922","189884989",0.514,0,"from"
"189884923","189884977",0.5584,0,"from"
"189884924","189884945",0.8426,0,"from"
"189884928","189884935",0.7824,0,"from"
"189884928","189885015",0.4182,0,"from"
"189884930","189884770",0.5888,24,"to"
"189884931","189885090",0.7014,-24,"from"
"189884931","189884972",0.5893,0,"both"
"189884935","189884928",0.7824,0,"to"
"189884942","189885016",0.7384,0,"from"
"189884943","189884946",0.8815,0,"from"
"189884945","189884924",0.8426,0,"to"
"189884946","189884943",0.8815,0,"to"
"189884948","189884881",0.4948,0,"to"
"189884949","189884914",0.4678,0,"to"
"189884950","189884919",0.6383,0,"to"
"189884953","189884772",0.5827,24,"to"
"189884954","189884988",0.4215,0,"from"
"189884967","189884975",0.8766,0,"from"
"189884971","189884978",0.9866,0,"both"
"189884971","189884993",0.9755,0,"both"
"189884971","189884998",0.9113,0,"from"
"189884972","189885090",0.732,-24,"from"
"189884972","189884931",0.5893,0,"both"
"189884972","189884757",0.4586,24,"both"
"189884975","189884967",0.8766,0,"to"
"189884977","189884923",0.5584,0,"to"
"189884978","189884971",0.9866,0,"both"
"189884978","189884993",0.978,0,"both"
"189884978","189884998",0.907,0,"from"
"189884987","189884911",0.9358,0,"to"
"189884988","189884954",0.4215,0,"to"
"189884989","189884891",0.4926,0,"to"
"189884989","189884894",0.4061,0,"to"
"189884989","189884904",0.502,0,"to"
"189884989","189884922",0.514,0,"to"
"189884992","189884826",0.4416,24,"to"
"189884993","189884971",0.9755,0,"both"
"189884993","189884978",0.978,0,"both"
"189884993","189884998",0.9257,0,"from"
"189884995","189885030",0.9122,0,"from"
"189884998","189884971",0.9113,0,"to"
"189884998","189884978",0.907,0,"to"
"189884998","189884993",0.9257,0,"to"
"189885000","189885091",0.5297,-24,"both"
"189885000","189885127",0.5415,-24,"both"
"189885000","189884916",0.8794,0,"both"
"189885000","189885017",0.8417,0,"both"
"189885000","189884734",0.4077,24,"both"
"189885001","189884819",0.6608,24,"to"
"189885001","189884821",0.5024,24,"to"
"189885007","189885028",0.8092,0,"from"
"189885010","189884768",0.5796,24,"to"
"189885015","189884928",0.4182,0,"to"
"189885016","189884942",0.7384,0,"to"
"189885017","189885091",0.5392,-24,"both"
"189885017","189885127",0.5139,-24,"both"
"189885017","189884916",0.747,0,"both"
"189885017","189885000",0.8417,0,"both"
"189885024","189884833",0.5876,24,"to"
"189885027","189885029",0.4286,0,"from"
"189885028","189885007",0.8092,0,"to"
"189885029","189885027",0.4286,0,"to"
"189885030","189884995",0.9122,0,"to"
"189885038","189884863",0.7482,24,"to"
"189885040","189884905",0.5073,0,"to"
"189885041","189885134",0.5792,-24,"from"
"189885041","189884904",0.4181,0,"both"
"189885045","189885075",0.6185,-24,"both"
"189885045","189884914",0.5214,0,"both"
"189885048","189885155",0.4085,-24,"both"
"189885048","189884875",0.6802,0,"from"
"189885054","189882077",0.5244,-24,"both"
"189885055","189882020",0.7295,-24,"from"
"189885055","189884910",0.8329,24,"both"
"189885057","189885108",0.7074,0,"both"
"189885063","189882080",0.7586,-24,"both"
"189885063","189882098",0.7027,-24,"both"
"189885063","189882103",0.6339,-24,"from"
"189885063","189885135",0.6227,0,"both"
"189885069","189885100",0.9535,0,"from"
"189885075","189882028",0.423,-24,"both"
"189885075","189884914",0.5391,24,"both"
"189885075","189885045",0.6185,24,"both"
"189885076","189882029",0.4535,-24,"from"
"189885077","189882022",0.5898,-24,"from"
"189885077","189884895",0.6049,24,"both"
"189885078","189882006",0.4865,-24,"from"
"189885078","189885133",0.5362,0,"from"
"189885083","189885158",0.7766,0,"from"
"189885085","189885088",0.4229,0,"from"
"189885088","189885085",0.4229,0,"to"
"189885090","189884931",0.7014,24,"to"
"189885090","189884972",0.732,24,"to"
"189885091","189885127",0.8144,0,"both"
"189885091","189885139",0.5889,0,"from"
"189885091","189884916",0.4643,24,"both"
"189885091","189885000",0.5297,24,"both"
"189885091","189885017",0.5392,24,"both"
"189885094","189882014",0.5294,-24,"both"
"189885094","189882019",0.6674,-24,"both"
"189885094","189882025",0.4101,-24,"from"
"189885094","189882026",0.4599,-24,"both"
"189885095","189885103",0.9109,0,"from"
"189885097","189885129",0.6133,0,"from"
"189885100","189885069",0.9535,0,"to"
"189885103","189885095",0.9109,0,"to"
"189885108","189885057",0.7074,0,"both"
